pH,prediction
585.0,-0.21766018867492676
587.3061224489796,-0.21700963377952576
589.6122448979592,-0.1944984644651413
591.9183673469388,-0.19551680982112885
594.2244897959183,-0.20360182225704193
596.530612244898,-0.20011328160762787
598.8367346938776,-0.20184661448001862
601.1428571428571,-0.2032397836446762
603.4489795918367,-0.20042859017848969
605.7551020408164,-0.19997793436050415
608.0612244897959,-0.20081570744514465
610.3673469387755,-0.19461064040660858
612.6734693877551,-0.19461064040660858
614.9795918367347,-0.18516726791858673
617.2857142857143,-0.17464567720890045
619.5918367346939,-0.17159982025623322
621.8979591836735,-0.17181698977947235
624.204081632653,-0.0409901961684227
626.5102040816327,-0.04193327575922012
628.8163265306123,0.030546974390745163
631.1224489795918,0.057852163910865784
633.4285714285714,0.05597754940390587
635.7346938775511,0.05597754940390587
638.0408163265306,0.05597754940390587
640.3469387755102,0.05597754940390587
642.6530612244898,0.059805870056152344
644.9591836734694,0.059805870056152344
647.265306122449,0.059805870056152344
649.5714285714286,0.059805870056152344
651.8775510204082,0.059805870056152344
654.1836734693877,0.06085965782403946
656.4897959183673,0.06085965782403946
658.795918367347,0.06085965782403946
661.1020408163265,0.06296531856060028
663.4081632653061,0.06296531856060028
665.7142857142858,0.06296531856060028
668.0204081632653,0.06448689848184586
670.3265306122449,0.06081914156675339
672.6326530612245,0.060092125087976456
674.9387755102041,0.05897795036435127
677.2448979591836,0.0587826706469059
679.5510204081633,0.0587826706469059
681.8571428571429,0.0587826706469059
684.1632653061224,0.05752945318818092
686.469387755102,0.05752945318818092
688.7755102040817,0.05738787725567818
691.0816326530612,0.05770311877131462
693.3877551020408,0.05770311877131462
695.6938775510205,0.05770311877131462
698.0,0.05752764269709587
